"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"MLZ4WEUI","journalArticle","2020","Pfeiffer, Jella; Pfeiffer, Thies; Meißner, Martin; Weiß, Elisa","Eye-Tracking-Based Classification of Information Search Behavior Using Machine Learning: Evidence from Experiments in Physical Shops and Virtual Reality Shopping Environments","Information Systems Research","","1047-7047, 1526-5536","10.1287/isre.2019.0907","http://pubsonline.informs.org/doi/10.1287/isre.2019.0907","Classifying information search behavior helps tailor recommender systems to individual customers’ shopping motives. But how can we identify these motives without requiring users to exert too much effort? Our research goal is to demonstrate that eye tracking can be used at the point of sale to do so. We focus on two frequently investigated shopping motives: goal-directed and exploratory search. To train and test a prediction model, we conducted two eye-tracking experiments in front of supermarket shelves. The ﬁrst experiment was carried out in immersive virtual reality; the second, in physical reality—in other words, as a ﬁeld study in a real supermarket. We conducted a virtual reality study, because recently launched virtual shopping environments suggest that there is great interest in using this technology as a retail channel. Our empirical results show that support vector machines allow the correct classiﬁcation of search motives with 80% accuracy in virtual reality and 85% accuracy in physical reality. Our ﬁndings also imply that eye movements allow shopping motives to be identiﬁed relatively early in the search process: our models achieve 70% prediction accuracy after only 15 seconds in virtual reality and 75% in physical reality. Applying an ensemble method increases the prediction accuracy substantially, to about 90%. Consequently, the approach that we propose could be used for the satisﬁable classiﬁcation of consumers in practice. Furthermore, both environments’ best predictor variables overlap substantially. This ﬁnding provides evidence that in virtual reality, information search behavior might be similar to the one used in physical reality. Finally, we also discuss managerial implications for retailers and companies that are planning to use our technology to personalize a consumer assistance system.","2020-09","2022-08-31 03:15:41","2022-09-14 19:01:40","2022-08-31 03:15:41","675-691","","3","31","","Information Systems Research","Eye-Tracking-Based Classification of Information Search Behavior Using Machine Learning","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/abe/Zotero/storage/Y3QXUL5M/Pfeiffer et al. - 2020 - Eye-Tracking-Based Classification of Information S.pdf","","design science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BUUKA8FA","journalArticle","2019","Velichety, Srikar; Ram, Sudha; Bockstedt, Jesse","Quality Assessment of Peer-Produced Content in Knowledge Repositories using Development and Coordination Activities","Journal of Management Information Systems","","0742-1222","10.1080/07421222.2019.1598692","https://doi.org/10.1080/07421222.2019.1598692","We develop a method to assess the quality of peer-produced content in knowledge repositories using their development and coordination histories. We also develop a process to identify relevant features for quality assessment models and algorithms for processing datasets in large-scale knowledge repositories. Models using these features, on English language Wikipedia articles, outperform existing methods for quality assessment. We achieve an overall accuracy of 81 percent which is a 7 percent improvement over existing models. In addition, our features improve the precision and recall of each class up to 9 percent and 17 percent respectively. Finally, our models are robust to ten-fold cross validation and techniques used for classification. Overall, our research provides a comprehensive design science framework for both identifying and efficiently extracting features related to development and coordination activities and assessing quality using these features. We also provide details of potential implementation of a quality assessment system for knowledge repositories.","2019-04-03","2022-09-01 03:00:23","2022-10-29 20:55:03","2022-09-01 03:00:23","478-512","","2","36","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.1080/07421222.2019.1598692","","/Users/abe/Zotero/storage/5S67BX59/ExplaMISQ2014.pdf; /Users/abe/Zotero/storage/KM5PDD37/Velichety et al. - 2019 - Quality Assessment of Peer-Produced Content in Kno.pdf","","design science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DGG3SELL","journalArticle","2020","Wang, Zhao; Jiang, Cuiqing; Zhao, Huimin; Ding, Yong","Mining Semantic Soft Factors for Credit Risk Evaluation in Peer-to-Peer Lending","Journal of Management Information Systems","","0742-1222","10.1080/07421222.2019.1705513","https://doi.org/10.1080/07421222.2019.1705513","While Peer-to-Peer (P2P) lending is rapidly growing, it is also accompanied by high credit risk due to information asymmetry. Besides conventional hard information, soft information also enters into the lending decision process. The descriptive loan texts submitted by borrowers have great potential for exploiting useful soft factors, but also pose great challenges due to the semantic sensitivity to context and the complexity of content representation. We propose a novel text mining method for automatically extracting semantic soft factors from descriptive loan texts. The method maps terms to an embedding space, assembles semantically related terms together into semantic cliques, and then defines semantic soft factors corresponding to the semantic cliques. Empirical evaluation shows that the extracted semantic soft factors contributed to significant improvement on credit risk evaluation in terms of both discrimination performance and granting performance. This work advances our knowledge of soft information indicative of a borrower’s credit risk.","2020-01-02","2022-09-01 10:50:50","2022-09-01 10:50:50","2022-09-01 10:50:50","282-308","","1","37","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.1080/07421222.2019.1705513","","/Users/abe/Zotero/storage/S8USH6U6/Wang et al. - 2020 - Mining Semantic Soft Factors for Credit Risk Evalu.pdf","","","text mining; credit risk evaluation; descriptive loan text; online lending; P2P lending; semantic soft factor; soft information","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K43UFBQU","preprint","2021","Han, Xiao; Wang, Leye; Fan, Weiguo","Is Hidden Safe? Location Protection against Machine-Learning Prediction Attacks in Social Networks","","","","","https://papers.ssrn.com/abstract=3860803","User privacy protection is a vital issue in online social networks (OSNs). Even though users often intentionally hide their private information in OSNs, adversaries may conduct prediction attacks to predict the hidden information with advanced machine learning techniques. The private information that users intend to hide may still be at the stake of being exposed. By taking current city on Facebook as a case, we propose a solution to estimating and managing the exposure risk of users’ hidden information. First, we simulate an aggressive prediction attack by proposing a new current city prediction framework that integrates location indications from users’ various published information including demographic attributes, behaviors and relationships with advanced state-of-the-art machine learning algorithms. Second, we study on the prediction attack results to model the pattern of prediction correctness (as correct predictions lead to information exposures), and construct an exposure risk estimator. The proposed exposure risk estimator can not only notify users of the exposure risks of their hidden current city, but also help them mitigate the exposure risk by overhauling and selecting countermeasures. Moreover, it can improve OSNs’ privacy management by facilitating OSNs’ empirical studies on the exposure risks of collective users. While taking the current city as a case, this work sheds light on the protection of other hidden information against machine-learning prediction attacks, and reveals several insightful implications for both practice management and future research.","2021-06-05","2022-09-01 21:38:12","2022-10-29 20:55:28","2022-09-01 21:38:12","","","","","","","Is Hidden Safe?","","","","","","Rochester, NY","en","","SSRN Scholarly Paper","","","Social Science Research Network","","","","/Users/abe/Zotero/storage/WZV399RE/Han et al. - 2021 - Is Hidden Safe Location Protection against Machin.pdf; /Users/abe/Zotero/storage/PBNK22V5/papers.html","","design science","","","","","","","","","","","","","","","","","","","","3860803","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53YTSHQR","journalArticle","2016","Li, Weifeng; Chen, Hsinchun; Nunamaker, Jay F.","Identifying and Profiling Key Sellers in Cyber Carding Community: AZSecure Text Mining System","Journal of Management Information Systems","","0742-1222, 1557-928X","10.1080/07421222.2016.1267528","https://www.tandfonline.com/doi/full/10.1080/07421222.2016.1267528","The past few years have witnessed millions of credit/debit cards flowing through the underground economy and ultimately causing significant financial loss. Examining key underground economy sellers has both practical and academic significance for cybercrime forensics and criminology research. Drawing on social media analytics, we have developed the AZSecure text mining system for identifying and profiling key sellers. The system identifies sellers using sentiment analysis of customer reviews and profiles sellers using topic modeling of advertisements. We evaluated the AZSecure system on eight international underground economy forums. The system significantly outperformed all benchmark machine-learning methods on identifying advertisement threads, classifying customer review sentiments, and profiling seller characteristics, with an average F-measure of about 80 percent to 90 percent. In our case study, we identified the famous carder, Rescator, who was affiliated with the Target breach, and captured important seller characteristics in terms of product type, payment options, and contact channels. Our research leverages social media analytics to probe into the underground economy in order to help law enforcement target key sellers and prevent future fraud. It also contributes to our understanding of the use of information technology in detecting deception in online systems.","2016-10","2022-09-01 21:08:48","2022-09-14 19:00:17","2022-09-01 21:08:48","1059-1086","","4","33","","Journal of Management Information Systems","Identifying and Profiling Key Sellers in Cyber Carding Community","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/abe/Zotero/storage/J4WFG9EZ/Li et al. - 2016 - Identifying and Profiling Key Sellers in Cyber Car.pdf","","design science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5JMB77SL","journalArticle","2018","Lycett, Mark; Radwan, Omar","Developing a Quality of Experience (QoE) model for Web Applications","","","","","https://onlinelibrary.wiley.com/doi/abs/10.1111/isj.12192?casa_token=0VLIaQPjcyYAAAAA:tarGy0XvKrHMESQiynrJ9X5asLsZLNG73gdUt7NuvE8CSJDVIw0pRJfDv31WMp_McjKVo3dlEstoiEY","","2018","2022-09-01 18:51:26","2022-10-29 21:04:31","2022-09-01 18:51:26","","","","","","","","","","","","","","","","","","","","","","","/Users/abe/Zotero/storage/VYIL6EU2/isj.html; /Users/abe/Zotero/storage/JCCPJG64/Developing a Quality of Experience (QoE) model for.pdf","","design science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UU8B8QRT","journalArticle","2014","Martens, David; Provost, Foster","Explaining Data-Driven Document Classifications","MIS Quarterly","","02767783, 21629730","10.25300/MISQ/2014/38.1.04","https://misq.org/explaining-data-driven-document-classifications.html","Many document classification applications require human understanding of the reasons for data-driven classification decisions by managers, client-facing employees, and the technical team. Predictive models treat documents as data to be classified, and document data are characterized by very high dimensionality, often with tens of thousands to millions of variables (words). Unfortunately, due to the high dimensionality, understanding the decisions made by document classifiers is very difficult. This paper begins by extending the most relevant prior theoretical model of explanations for intelligent systems to account for some missing elements. The main theoretical contribution is the definition of a new sort of explanation as a minimal set of words (terms, generally), such that removing all words within this set from the document changes the predicted class from the class of interest. We present an algorithm to find such explanations, as well as a framework to assess such an algorithm’s performance. We demonstrate the value of the new approach with a case study from a real-world document classification task: classifying web pages as containing objectionable content, with the goal of allowing advertisers to choose not to have their ads appear on those pages. A second empirical demonstration on news-story topic classification shows the explanations to be concise and document-specific, and to be capable of providing understanding of the exact reasons for the classification decisions, of the workings of the classification models, and of the business application itself. We also illustrate how explaining the classifications of documents can help to improve data quality and model performance.","2014-01-01","2022-09-01 18:37:13","2022-09-02 11:24:19","2022-09-01 18:37:13","73-99","","1","38","","MISQ","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/abe/Zotero/storage/JMNC4IWV/University of Antwerp et al. - 2014 - Explaining Data-Driven Document Classifications.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D2PD774T","journalArticle","2020","Twyman, Nathan W.; Pentland, Steven J.; Spitzley, Lee","Design Principles for Signal Detection in Modern Job Application Systems: Identifying Fabricated Qualifications","Journal of Management Information Systems","","0742-1222","10.1080/07421222.2020.1790201","https://doi.org/10.1080/07421222.2020.1790201","Hiring a new employee is traditionally thought to be an uncertain investment. This uncertainty is lessened by the presence of signals that indicate job fitness. Ideally, job applicants objectively signal their qualifications, and those signals are correctly assessed by the hiring team. In reality, signal manipulation is pervasive in the hiring process, mitigating the reliability of signals used to make hiring decisions. To combat these inefficiencies, we propose and evaluate SIGHT, a theoretical class of systems affording more robust signal evaluation during the job application process. A prototypical implementation of the SIGHT framework was evaluated using a mock-interview paradigm. Results provide initial evidence that SIGHT systems can elicit and capture qualification signals beyond what can be traditionally obtained from a typical application and that SIGHT systems can assess signals more effectively than unaided decision-making. SIGHT principles may extend to domains such as audit and security interviews.","2020-07-02","2022-09-01 14:39:55","2022-10-29 20:55:12","2022-09-01 14:39:55","849-874","","3","37","","","Design Principles for Signal Detection in Modern Job Application Systems","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.1080/07421222.2020.1790201","","/Users/abe/Zotero/storage/9UTL3IF3/Design Principles for Signal Detection in Modern Job Application Systems Identifying Fabricated Qualifications.pdf; /Users/abe/Zotero/storage/68432778/Twyman et al. - 2020 - Design Principles for Signal Detection in Modern J.pdf","","design science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SZSFN6L7","journalArticle","2021","Wu, Ji; Zheng, Zhiqiang (Eric); Zhao, J. Leon","FairPlay: Detecting and Deterring Online Customer Misbehavior","Information Systems Research","","1047-7047","10.1287/isre.2021.1035","https://pubsonline.informs.org/doi/abs/10.1287/isre.2021.1035","Customer misbehavior is a serious and pervasive problem in firm-sponsored social media, yet prior studies provide limited insight into how firms should detect and manage it. To address this gap, we first develop a data science approach to detect customer misbehavior on social media and then devise intervention strategies to deter it. Specifically, we build on natural language processing and deep learning techniques to automatically detect customer misbehavior by mining customers’ social media activities in collaboration with a leading apparel firm. The results show that our algorithmic solution achieves superior performance, improving detection by 7%–9% compared with traditional methods. We then implement two types of intervention policies based on the focus theory of normative conduct that advocates the use of injunctive norms (i.e., a punishment policy) and descriptive norms (i.e., a common identity policy) to restrain customer misbehavior. We conduct field experiments with the firm to validate these policies. The experimental results indicate that punishment considerably reduces customer misbehavior in the short term, but this effect decays over time, whereas common identity has a smaller but more persistent effect on misbehavior reduction. In addition, punishing dysfunctional customers decreases their purchase frequency, whereas imposing a common identity increases it. Interestingly, our results show that combining the two policies effectively alleviates the detrimental effect of punishment, especially in the long run. We examine the heterogeneous treatment effect on novice and experienced customers. Finally, a follow-up field experiment reveals that the disclosure of the use of an artificial intelligence detector improves the effectiveness of the intervention strategies, and this effect is more pronounced for the punishment and combination strategies.","2021-12","2022-09-01 12:24:34","2022-10-24 17:42:26","2022-09-01 12:24:34","1323-1346","","4","32","","","FairPlay","","","","","","","","","","","","pubsonline.informs.org (Atypon)","","Publisher: INFORMS","","/Users/abe/Zotero/storage/XAQIMQVT/Wu et al. - 2021 - FairPlay Detecting and Deterring Online Customer .pdf","","design science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KG8R4HL5","journalArticle","2020","Ebrahimi, Mohammadreza; Nunamaker, Jay F.; Chen, Hsinchun","Semi-Supervised Cyber Threat Identification in Dark Net Markets: A Transductive and Deep Learning Approach","Journal of Management Information Systems","","0742-1222","10.1080/07421222.2020.1790186","https://doi.org/10.1080/07421222.2020.1790186","Dark Net Marketplaces (DNMs), online selling platforms on the dark web, constitute a major component of the underground economy. Due to the anonymity and increasing accessibility of these platforms, they are rich sources of cyber threats such as hacking tools, data breaches, and personal account information. As the number of products offered on DNMs increases, researchers have begun to develop automated machine learning-based threat identification approaches. A major challenge in adopting such an approach is that the task typically requires manually labeled training data, which is expensive and impractical. We propose a novel semi-supervised labeling technique for leveraging unlabeled data based on the lexical and structural characteristics of DNMs using transductive learning. Empirical results show that the proposed approach leads to an approximately 3-5% increase in classification performance measured by F1-score, while increasing both precision and recall. To further improve the identification performance, we adopt Long Short-Term Memory (LSTM) as a deep learning structure on top of the proposed labeling method. The results are evaluated against a large collection of 79K product listings obtained from the most popular DNMs. Our method outperforms the state-of-the-art methods in threat identification and is considered as an important step toward lowering the human supervision cost in realizing automated threat detection within cyber threat intelligence organizations.","2020-07-02","2022-09-01 11:48:07","2022-09-01 11:48:07","2022-09-01 11:48:07","694-722","","3","37","","","Semi-Supervised Cyber Threat Identification in Dark Net Markets","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.1080/07421222.2020.1790186","","/Users/abe/Zotero/storage/SG8AN6K7/Ebrahimi et al. - 2020 - Semi-Supervised Cyber Threat Identification in Dar.pdf","","","deep learning; cyber threats; Dark net marketplaces; long short-term memory; semi-supervised labeling; threat detection; transductive learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NXLGCY9W","journalArticle","2012","Abbasi; Albrecht; Vance; Hansen","MetaFraud: A Meta-Learning Framework for Detecting Financial Fraud","MIS Quarterly","","02767783","10.2307/41703508","http://www.jstor.org/stable/10.2307/41703508","","2012","2022-09-02 03:22:29","2022-10-27 15:29:23","2022-09-02 03:22:29","1293","","4","36","","MIS Quarterly","MetaFraud","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/abe/Zotero/storage/QAI8FURE/Abbasi et al. - 2012 - MetaFraud A Meta-Learning Framework for Detecting.pdf","","design science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALP8WBMU","journalArticle","2012","Sahoo, Nachiketa; Krishnan, Ramayya; Duncan, George; Callan, Jamie","<b>Research Note</b> —The Halo Effect in Multicomponent Ratings and Its Implications for Recommender Systems: The Case of Yahoo! Movies","Information Systems Research","","1047-7047, 1526-5536","10.1287/isre.1100.0336","http://pubsonline.informs.org/doi/10.1287/isre.1100.0336","Collaborative filtering algorithms learn from the ratings of a group of users on a set of items to find personalized recommendations for each user. Traditionally they have been designed to work with one-dimensional ratings. With interest growing in recommendations based on multiple aspects of items, we present an algorithm for using multicomponent rating data. The presented mixture model-based algorithm uses the component rating dependency structure discovered by a structure learning algorithm. The structure is supported by the psychometric literature on the halo effect. This algorithm is compared with a set of model-based and instance-based algorithms for single-component ratings and their variations for multicomponent ratings. We evaluate the algorithms using data from Yahoo! Movies. Use of multiple components leads to significant improvements in recommendations. However, we find that the choice of algorithm depends on the sparsity of the training data. It also depends on whether the task of the algorithm is to accurately predict ratings or to retrieve relevant items. In our experiments a model-based multicomponent rating algorithm is able to better retrieve items when training data are sparse. However, if the training data are not sparse, or if we are trying to predict the rating values accurately, then the instance-based multicomponent rating collaborative filtering algorithms perform better. Beyond generating recommendations we show that the proposed model can fill in missing rating components. Theories in psychometric literature and the empirical evidence suggest that rating specific aspects of a subject is difficult. Hence, filling in the missing component values leads to the possibility of a rater support system to facilitate gathering of multicomponent ratings.","2012-03","2022-09-02 03:39:37","2022-09-02 03:39:37","2022-09-02 03:39:37","231-246","","1","23","","Information Systems Research","<b>Research Note</b> —The Halo Effect in Multicomponent Ratings and Its Implications for Recommender Systems","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/abe/Zotero/storage/TCNRRV6G/Sahoo et al. - 2012 - Research Note —The Halo Effect in Multicomp.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TTF25MV3","journalArticle","2015","Ding, Amy Wenxuan; Li, Shibo; Chatterjee, Patrali","Learning User Real-Time Intent for Optimal Dynamic Web Page Transformation","Information Systems Research","","1047-7047, 1526-5536","10.1287/isre.2015.0568","http://pubsonline.informs.org/doi/10.1287/isre.2015.0568","Many e-commerce websites struggle to turn visitors into real buyers. Understanding online users’ real-time intent and dynamic shopping cart choices may have important implications in this realm. This study presents an individual-level, dynamic model with concurrent optimal page adaptation that learns users’ real-time, unobserved intent from their online cart choices, then immediately performs optimal Web page adaptation to enhance the conversion of users into buyers. To suggest optimal strategies for concurrent page adaptation, the model analyzes each individual user’s browsing behavior, tests the effectiveness of different marketing and Web stimuli, as well as comparison shopping activities at other sites, and performs optimal Web page transformation. Data from an online retailer and a laboratory experiment reveal that concurrent learning of the user’s unobserved purchase intent and real-time, intent-based optimal interventions greatly reduce shopping cart abandonment and increase purchase conversions. If the concurrent, intent-based optimal page transformation for the focal site starts after the first page view, shopping cart abandonment declines by 32.4% and purchase conversion improves by 6.9%. The optimal timing for the site to intervene is after three page views, to achieve efficient learning of users’ intent and early intervention simultaneously.","2015-06","2022-09-02 03:35:00","2022-09-02 03:35:00","2022-09-02 03:35:00","339-359","","2","26","","Information Systems Research","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/abe/Zotero/storage/2VPVP7MC/Ding et al. - 2015 - Learning User Real-Time Intent for Optimal Dynamic.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M98ZQ6U6","journalArticle","2014","Dhar, Vasant; Geva, Tomer; Oestreicher-Singer, Gal; Sundararajan, Arun","Prediction in Economic Networks","Information Systems Research","","1047-7047, 1526-5536","10.1287/isre.2013.0510","http://pubsonline.informs.org/doi/10.1287/isre.2013.0510","We define an economic network as a linked set of entities, where links are created by actual realizations of shared economic outcomes between entities. We analyze the predictive information contained in a specific type of economic network, namely, a product network, where the links between products reflect aggregated information on the preferences of large numbers of individuals to co-purchase pairs of products. The product network therefore reflects a simple “smoothed” model of demand for related products. Using a data set containing more than 70 million observations of a nonstatic co-purchase network over a period of two years, we predict network entities' future demand by augmenting data on their historical demand with data on the demand for their immediate neighbors, in addition to network properties, specifically, local clustering and PageRank. To our knowledge, this is the first study of a large-scale dynamic network that shows that a product network contains useful distributed information for demand prediction. The economic implications of algorithmically predicting demand for large numbers of products are significant.","2014-06","2022-09-01 13:12:18","2022-09-01 13:12:18","2022-09-01 13:12:18","264-284","","2","25","","Information Systems Research","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/abe/Zotero/storage/JPY967J6/Dhar et al. - 2014 - Prediction in Economic Networks.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VDLJ74TL","journalArticle","2018","Kumar, Naveen; Venugopal, Deepak; Qiu, Liangfei; Kumar, Subodha","Detecting Review Manipulation on Online Platforms with Hierarchical Supervised Learning","Journal of Management Information Systems","","0742-1222, 1557-928X","10.1080/07421222.2018.1440758","https://www.tandfonline.com/doi/full/10.1080/07421222.2018.1440758","Opinion spammers exploit consumer trust by posting false or deceptive reviews that may have a negative impact on both consumers and businesses. These dishonest posts are difficult to detect because of complex interactions between several user characteristics, such as review velocity, volume, and variety. We propose a novel hierarchical supervised-learning approach to increase the likelihood of detecting anomalies by analyzing several user features and then characterizing their collective behavior in a unified manner. Specifically, we model user characteristics and interactions among them as univariate and multivariate distributions. We then stack these distributions using several supervised-learning techniques, such as logistic regression, support vector machine, and k-nearest neighbors yielding robust meta-classifiers. We perform a detailed evaluation of methods and then develop empirical insights. This approach is of interest to online business platforms because it can help reduce false reviews and increase consumer confidence in the credibility of their online information. Our study contributes to the literature by incorporating distributional aspects of features in machine-learning techniques, which can improve the performance of fake reviewer detection on digital platforms.","2018-01-02","2022-09-06 19:12:39","2022-09-06 19:12:40","2022-09-06 19:12:39","350-380","","1","35","","Journal of Management Information Systems","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/abe/Zotero/storage/4MGA6FGL/Kumar et al. - 2018 - Detecting Review Manipulation on Online Platforms .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QTAMVIKY","journalArticle","2018","Dong, Wei; Liao, Shaoyi; Zhang, Zhongju","Leveraging Financial Social Media Data for Corporate Fraud Detection","Journal of Management Information Systems","","0742-1222, 1557-928X","10.1080/07421222.2018.1451954","https://www.tandfonline.com/doi/full/10.1080/07421222.2018.1451954","","2018-04-03","2022-09-16 10:14:00","2022-09-16 10:14:00","2022-09-16 10:14:00","461-487","","2","35","","Journal of Management Information Systems","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/abe/Zotero/storage/UBFNBLIG/Dong et al. - 2018 - Leveraging Financial Social Media Data for Corpora.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D4JEFR43","journalArticle","2004","Hevner, Alan R.; March, Salvatore T.; Park, Jinsoo; Ram, Sudha","Design Science in Information Systems Research","MIS Quarterly","","0276-7783","10.2307/25148625","https://www.jstor.org/stable/25148625","Two paradigms characterize much of the research in the Information Systems discipline: behavioral science and design science. The behavioral-science paradigm seeks to develop and verify theories that explain or predict human or organizational behavior. The design-science paradigm seeks to extend the boundaries of human and organizational capabilities by creating new and innovative artifacts. Both paradigms are foundational to the IS discipline, positioned as it is at the confluence of people, organizations, and technology. Our objective is to describe the performance of design-science research in Information Systems via a concise conceptual framework and clear guidelines for understanding, executing, and evaluating the research. In the design-science paradigm, knowledge and understanding of a problem domain and its solution are achieved in the building and application of the designed artifact. Three recent exemplars in the research literature are used to demonstrate the application of these guidelines. We conclude with an analysis of the challenges of performing high-quality design-science research in the context of the broader IS community.","2004","2022-09-16 15:22:05","2022-10-28 14:26:14","2022-09-16 15:22:05","75-105","","1","28","","","","","","","","","","","","","","","JSTOR","","Publisher: Management Information Systems Research Center, University of Minnesota","","/Users/abe/Zotero/storage/L4SHBRKL/Hevner et al. - 2004 - Design Science in Information Systems Research.pdf","","theory of design science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VANI9UNW","journalArticle","2013","Gregor, Shirley; Hevner, Alan R.","Positioning and Presenting Design Science Research for Maximum Impact","MIS Quarterly","","0276-7783","","https://www.jstor.org/stable/43825912","Design science research (DSR) has staked its rightful ground as an important and legitimate Information Systems (IS) research paradigm. We contend that DSR has yet to attain its full potential impact on the development and use of information systems due to gaps in the understanding and application of DSR concepts and methods. This essay aims to help researchers (1) appreciate the levels of artifact abstractions that may be DSR contributions, (2) identify appropriate ways of consuming and producing knowledge when they are preparing journal articles or other scholarly works, (3) understand and position the knowledge contributions of their research projects, and (4) structure a DSR article so that it emphasizes significant contributions to the knowledge base. Our focal contribution is the DSR knowledge contribution framework with two dimensions based on the existing state of knowledge in both the problem and solution domains for the research opportunity under study. In addition, we propose a DSR communication schema with similarities to more conventional publication patterns, but which substitutes the description of the DSR artifact in place of a traditional results section. We evaluate the DSR contribution framework and the DSR communication schema via examinations of DSR exemplar publications.","2013","2022-09-16 15:21:34","2022-10-28 14:26:28","2022-09-16 15:21:34","337-355","","2","37","","","","","","","","","","","","","","","JSTOR","","Publisher: Management Information Systems Research Center, University of Minnesota","","/Users/abe/Zotero/storage/6495S3UQ/Gregor and Hevner - 2013 - Positioning and Presenting Design Science Research.pdf","","theory of design science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
